,League,Round,Week,Year,Date,Local,Visitor,Goalslocal,Goalsvisitor,Result
2687,netherlands,,5,2023,2023-02-05,Cambuur,Ajax Amsterdam,0,5,v
2688,netherlands,,5,2023,2023-02-05,FC Groningen,FC Twente,1,1,t
2689,netherlands,,5,2023,2023-02-05,Feyenoord,PSV Eindhoven,2,2,t
2690,netherlands,,5,2023,2023-02-05,Go Ahead Eagles,NEC Nijmegen,1,0,l
2691,portugal,,5,2023,2023-02-05,Chaves,Maritimo,2,1,l
2692,portugal,,5,2023,2023-02-05,FC Porto,Vizela,2,0,l
2693,portugal,,5,2023,2023-02-05,Gil Vicente,Arouca,1,1,t
2694,portugal,,5,2023,2023-02-05,Sporting Braga,Famalicao,4,1,l
2695,spain,,5,2023,2023-02-05,FC Barcelona,Sevilla FC,3,0,l
2696,spain,,5,2023,2023-02-05,Girona,Valencia,1,0,l
2697,spain,,5,2023,2023-02-05,Mallorca,Real Madrid,1,0,l
2698,spain,,5,2023,2023-02-05,Real Sociedad,Valladolid,0,1,v
2699,italy,,6,2023,2023-02-06,Hellas Verona,Lazio,1,1,t
2700,italy,,6,2023,2023-02-06,Monza,Sampdoria,2,2,t
2701,mexico,,6,2023,2023-02-06,Monterrey,Toluca,2,1,l
2702,portugal,,6,2023,2023-02-06,Portimonense,Pacos Ferreira,1,0,l
2703,portugal,,6,2023,2023-02-06,Rio Ave,Sporting CP,0,1,v
2704,spain,,6,2023,2023-02-06,Rayo Vallecano,Almeria,2,0,l
2705,italy,,6,2023,2023-02-07,Salernitana,Juventus,0,3,v
2706,england,,6,2023,2023-02-08,Manchester Utd,Leeds Utd,2,2,t
2707,portugal,,6,2023,2023-02-09,Estoril,Boavista,2,1,l
2708,france,,6,2023,2023-02-10,Nice,AC Ajaccio,3,0,l
2709,germany,,6,2023,2023-02-10,Schalke 04,Wolfsburg,0,0,t
2710,italy,,6,2023,2023-02-10,AC Milan,Torino,1,0,l
2711,mexico,,6,2023,2023-02-10,Atlas,Monterrey,0,2,v
2712,mexico,,6,2023,2023-02-10,Queretaro,Club Leon,0,3,v
2713,netherlands,,6,2023,2023-02-10,AZ Alkmaar,Excelsior,5,0,l
2714,portugal,,6,2023,2023-02-10,Vizela,Chaves,0,0,t
2715,spain,,6,2023,2023-02-10,Cadiz,Girona,2,0,l
2716,england,,6,2023,2023-02-11,Arsenal,Brentford,1,1,t
2717,england,,6,2023,2023-02-11,Bournemouth,Newcastle Utd,1,1,t
2718,england,,6,2023,2023-02-11,Crystal Palace,Brighton,1,1,t
2719,england,,6,2023,2023-02-11,Fulham,Nottm Forest,2,0,l
2720,england,,6,2023,2023-02-11,Leicester City,Tottenham,4,1,l
2721,england,,6,2023,2023-02-11,Southampton,Wolverhampton,1,2,v
2722,england,,6,2023,2023-02-11,West Ham Utd,Chelsea,1,1,t
2723,france,,6,2023,2023-02-11,Clermont,Marseille,0,2,v
2724,france,,6,2023,2023-02-11,Monaco,Paris SG,3,1,l
2725,germany,,6,2023,2023-02-11,Bayern Munich,Bochum,3,0,l
2726,germany,,6,2023,2023-02-11,Freiburg,Stuttgart,2,1,l
2727,germany,,6,2023,2023-02-11,FSV Mainz,FC Augsburg,3,1,l
2728,germany,,6,2023,2023-02-11,Hoffenheim,Leverkusen,1,3,v
2729,germany,,6,2023,2023-02-11,RB Leipzig,Union Berlin,1,2,v
2730,germany,,6,2023,2023-02-11,Werder Bremen,Dortmund,0,2,v
2731,italy,,6,2023,2023-02-11,Empoli,Spezia,2,2,t
2732,italy,,6,2023,2023-02-11,Lazio,Atalanta,0,2,v
2733,italy,,6,2023,2023-02-11,Lecce,AS Roma,1,1,t
2734,mexico,,6,2023,2023-02-11,CF America,Necaxa,2,1,l
2735,mexico,,6,2023,2023-02-11,Puebla,Mazatlan,3,1,l
2736,mexico,,6,2023,2023-02-11,Tijuana,A. San Luis,1,0,l
2737,netherlands,,6,2023,2023-02-11,FC Emmen,Fortuna Sittard,0,1,v
2738,netherlands,,6,2023,2023-02-11,NEC Nijmegen,Cambuur,0,0,t
2739,netherlands,,6,2023,2023-02-11,PSV Eindhoven,FC Groningen,6,0,l
2740,portugal,,6,2023,2023-02-11,Arouca,Santa Clara,1,0,l
2741,portugal,,6,2023,2023-02-11,Guimaraes,Portimonense,1,0,l
2742,spain,,6,2023,2023-02-11,Almeria,Real Betis,2,3,v
2743,spain,,6,2023,2023-02-11,Sevilla FC,Mallorca,2,0,l
2744,spain,,6,2023,2023-02-11,Valencia,Athletic Bilbao,1,2,v
2745,england,,6,2023,2023-02-12,Leeds Utd,Manchester Utd,0,2,v
2746,england,,6,2023,2023-02-12,Manchester City,Aston Villa,3,1,l
2747,france,,6,2023,2023-02-12,Angers,Auxerre,1,1,t
2748,france,,6,2023,2023-02-12,Lille,Strasbourg,2,0,l
2749,france,,6,2023,2023-02-12,Lyon,Lens,2,1,l
2750,france,,6,2023,2023-02-12,Montpellier,Brest,3,0,l
2751,france,,6,2023,2023-02-12,Nantes,Lorient,1,0,l
2752,france,,6,2023,2023-02-12,Reims,Troyes,4,0,l
2753,france,,6,2023,2023-02-12,Toulouse,Rennes,3,1,l
2754,germany,,6,2023,2023-02-12,FC Koln,E. Frankfurt,3,0,l
2755,germany,,6,2023,2023-02-12,Hertha Berlin,Monchengladbach,4,1,l
2756,italy,,6,2023,2023-02-12,Bologna,Monza,0,1,v
2757,italy,,6,2023,2023-02-12,Juventus,Fiorentina,1,0,l
2758,italy,,6,2023,2023-02-12,Napoli,Cremonese,3,0,l
2759,italy,,6,2023,2023-02-12,Udinese,Sassuolo,2,2,t
2760,mexico,,6,2023,2023-02-12,Juarez,Santos Laguna,3,1,l
2761,mexico,,6,2023,2023-02-12,Pachuca,Guadalajara,1,1,t
2762,mexico,,6,2023,2023-02-12,Tigres,Pumas UNAM,4,2,l
2763,mexico,,6,2023,2023-02-12,Toluca,Cruz Azul,3,1,l
2764,netherlands,,6,2023,2023-02-12,Ajax Amsterdam,RKC Waalwijk,3,1,l
2765,netherlands,,6,2023,2023-02-12,FC Twente,FC Volendam,3,0,l
2766,netherlands,,6,2023,2023-02-12,Heerenveen,Feyenoord,1,2,v
2767,netherlands,,6,2023,2023-02-12,Sparta,Go Ahead Eagles,2,1,l
2768,netherlands,,6,2023,2023-02-12,Vitesse Arnhem,FC Utrecht,2,0,l
2769,portugal,,6,2023,2023-02-12,Famalicao,Gil Vicente,0,1,v
2770,portugal,,6,2023,2023-02-12,Maritimo,Sporting Braga,1,2,v
2771,portugal,,6,2023,2023-02-12,Sporting CP,FC Porto,1,2,v
2772,spain,,6,2023,2023-02-12,Celta Vigo,Atletico Madrid,0,1,v
2773,spain,,6,2023,2023-02-12,Getafe,Rayo Vallecano,1,1,t
2774,spain,,6,2023,2023-02-12,Valladolid,Osasuna,0,0,t
2775,spain,,6,2023,2023-02-12,Villarreal,FC Barcelona,0,1,v
2776,england,,7,2023,2023-02-13,Liverpool,Everton,2,0,l
2777,italy,,7,2023,2023-02-13,Hellas Verona,Salernitana,1,0,l
2778,italy,,7,2023,2023-02-13,Sampdoria,Inter Milan,0,0,t
2779,portugal,,7,2023,2023-02-13,Boavista,Casa Pia,0,0,t
2780,portugal,,7,2023,2023-02-13,Rio Ave,Estoril,2,0,l
2781,spain,,7,2023,2023-02-13,Espanyol,Real Sociedad,2,3,v
2782,england,,7,2023,2023-02-15,Arsenal,Manchester City,1,3,v
2783,mexico,,7,2023,2023-02-15,A. San Luis,CF America,1,3,v
2784,mexico,,7,2023,2023-02-15,Club Leon,Puebla,2,0,l
2785,mexico,,7,2023,2023-02-15,Tigres,Juarez,0,0,t
2786,spain,,7,2023,2023-02-15,Real Madrid,Elche,4,0,l
2787,mexico,,7,2023,2023-02-16,Guadalajara,Tijuana,2,1,l
2788,mexico,,7,2023,2023-02-16,Monterrey,Queretaro,2,0,l
2789,mexico,,7,2023,2023-02-16,Necaxa,Pumas UNAM,3,1,l
2790,france,,7,2023,2023-02-17,Auxerre,Lyon,2,1,l
2791,germany,,7,2023,2023-02-17,FC Augsburg,Hoffenheim,1,0,l
2792,italy,,7,2023,2023-02-17,Sassuolo,Napoli,0,2,v
2793,mexico,,7,2023,2023-02-17,Mazatlan,Pachuca,2,3,v
2794,netherlands,,7,2023,2023-02-17,RKC Waalwijk,Fortuna Sittard,3,1,l
2795,portugal,,7,2023,2023-02-17,Gil Vicente,Vizela,1,1,t
2796,spain,,7,2023,2023-02-17,Girona,Almeria,6,2,l
2797,england,,7,2023,2023-02-18,Aston Villa,Arsenal,2,4,v
2798,england,,7,2023,2023-02-18,Brentford,Crystal Palace,1,1,t
2799,england,,7,2023,2023-02-18,Brighton,Fulham,0,1,v
2800,england,,7,2023,2023-02-18,Chelsea,Southampton,0,1,v
2801,england,,7,2023,2023-02-18,Everton,Leeds Utd,1,0,l
2802,england,,7,2023,2023-02-18,Newcastle Utd,Liverpool,0,2,v
2803,england,,7,2023,2023-02-18,Nottm Forest,Manchester City,1,1,t
2804,england,,7,2023,2023-02-18,Wolverhampton,Bournemouth,0,1,v
2805,france,,7,2023,2023-02-18,Nice,Reims,0,0,t
2806,france,,7,2023,2023-02-18,Strasbourg,Angers,2,1,l
2807,germany,,7,2023,2023-02-18,Bochum,Freiburg,0,2,v
2808,germany,,7,2023,2023-02-18,E. Frankfurt,Werder Bremen,2,0,l
2809,germany,,7,2023,2023-02-18,Monchengladbach,Bayern Munich,3,2,l
2810,germany,,7,2023,2023-02-18,Stuttgart,FC Koln,3,0,l
2811,germany,,7,2023,2023-02-18,Wolfsburg,RB Leipzig,0,3,v
2812,italy,,7,2023,2023-02-18,Inter Milan,Udinese,3,1,l
2813,italy,,7,2023,2023-02-18,Monza,AC Milan,0,1,v
2814,italy,,7,2023,2023-02-18,Sampdoria,Bologna,1,2,v
2815,mexico,,7,2023,2023-02-18,A. San Luis,Santos Laguna,1,1,t
2816,mexico,,7,2023,2023-02-18,Juarez,Club Leon,0,0,t
2817,mexico,,7,2023,2023-02-18,Monterrey,Necaxa,2,1,l
2818,mexico,,7,2023,2023-02-18,Puebla,Cruz Azul,1,3,v
2819,netherlands,,7,2023,2023-02-18,FC Groningen,FC Emmen,1,1,t
2820,netherlands,,7,2023,2023-02-18,FC Volendam,Vitesse Arnhem,2,0,l
2821,netherlands,,7,2023,2023-02-18,Feyenoord,AZ Alkmaar,2,1,l
2822,portugal,,7,2023,2023-02-18,Estoril,Pacos Ferreira,1,3,v
2823,portugal,,7,2023,2023-02-18,FC Porto,Rio Ave,1,0,l
2824,portugal,,7,2023,2023-02-18,Portimonense,Maritimo,2,1,l
2825,spain,,7,2023,2023-02-18,Mallorca,Villarreal,4,2,l
2826,spain,,7,2023,2023-02-18,Osasuna,Real Madrid,0,2,v
2827,spain,,7,2023,2023-02-18,Real Betis,Valladolid,2,1,l
2828,spain,,7,2023,2023-02-18,Real Sociedad,Celta Vigo,1,1,t
2829,england,,7,2023,2023-02-19,Manchester Utd,Leicester City,3,0,l
2830,england,,7,2023,2023-02-19,Tottenham,West Ham Utd,2,0,l
2831,france,,7,2023,2023-02-19,Brest,Monaco,1,2,v
2832,france,,7,2023,2023-02-19,Lens,Nantes,3,1,l
2833,france,,7,2023,2023-02-19,Lorient,AC Ajaccio,3,0,l
2834,france,,7,2023,2023-02-19,Paris SG,Lille,4,3,l
2835,france,,7,2023,2023-02-19,Rennes,Clermont,2,0,l
2836,france,,7,2023,2023-02-19,Toulouse,Marseille,2,3,v
2837,france,,7,2023,2023-02-19,Troyes,Montpellier,0,1,v
2838,germany,,7,2023,2023-02-19,Dortmund,Hertha Berlin,4,1,l
2839,germany,,7,2023,2023-02-19,Leverkusen,FSV Mainz,2,3,v
2840,germany,,7,2023,2023-02-19,Union Berlin,Schalke 04,0,0,t
2841,italy,,7,2023,2023-02-19,AS Roma,Hellas Verona,1,0,l
2842,italy,,7,2023,2023-02-19,Atalanta,Lecce,1,2,v
2843,italy,,7,2023,2023-02-19,Fiorentina,Empoli,1,1,t
2844,italy,,7,2023,2023-02-19,Salernitana,Lazio,0,2,v
2845,italy,,7,2023,2023-02-19,Spezia,Juventus,0,2,v
2846,mexico,,7,2023,2023-02-19,Atlas,Tigres,0,1,v
2847,mexico,,7,2023,2023-02-19,Pumas UNAM,Guadalajara,1,2,v
2848,mexico,,7,2023,2023-02-19,Queretaro,Mazatlan,1,1,t
2849,netherlands,,7,2023,2023-02-19,Ajax Amsterdam,Sparta,4,0,l
2850,netherlands,,7,2023,2023-02-19,Cambuur,Heerenveen,1,2,v
2851,netherlands,,7,2023,2023-02-19,Excelsior,NEC Nijmegen,0,3,v
2852,netherlands,,7,2023,2023-02-19,FC Utrecht,PSV Eindhoven,2,2,t
2853,netherlands,,7,2023,2023-02-19,Go Ahead Eagles,FC Twente,2,0,l
2854,portugal,,7,2023,2023-02-19,Casa Pia,Guimaraes,0,0,t
2855,portugal,,7,2023,2023-02-19,Santa Clara,Famalicao,1,3,v
2856,portugal,,7,2023,2023-02-19,Sporting Braga,Arouca,2,0,l
2857,spain,,7,2023,2023-02-19,Atletico Madrid,Athletic Bilbao,1,0,l
2858,spain,,7,2023,2023-02-19,Elche,Espanyol,0,1,v
2859,spain,,7,2023,2023-02-19,FC Barcelona,Cadiz,2,0,l
2860,spain,,7,2023,2023-02-19,Rayo Vallecano,Sevilla FC,1,1,t
2861,italy,,8,2023,2023-02-20,Torino,Cremonese,2,2,t
2862,mexico,,8,2023,2023-02-20,CF America,Tijuana,2,1,l
2863,mexico,,8,2023,2023-02-20,Pachuca,Toluca,1,2,v
2864,portugal,,8,2023,2023-02-20,Benfica,Boavista,3,1,l
2865,portugal,,8,2023,2023-02-20,Chaves,Sporting CP,2,3,v
2866,spain,,8,2023,2023-02-20,Getafe,Valencia,1,0,l
2867,mexico,,8,2023,2023-02-23,Cruz Azul,Atlas,1,0,l
2868,england,,8,2023,2023-02-24,Fulham,Wolverhampton,1,1,t
2869,france,,8,2023,2023-02-24,Lille,Brest,2,1,l
2870,germany,,8,2023,2023-02-24,FSV Mainz,Monchengladbach,4,0,l
2871,mexico,,8,2023,2023-02-24,Santos Laguna,Toluca,0,5,v
2872,netherlands,,8,2023,2023-02-24,Sparta,FC Utrecht,0,3,v
2873,portugal,,8,2023,2023-02-24,Famalicao,Portimonense,1,0,l
2874,spain,,8,2023,2023-02-24,Elche,Real Betis,2,3,v
2875,england,,8,2023,2023-02-25,Bournemouth,Manchester City,1,4,v
2876,england,,8,2023,2023-02-25,Crystal Palace,Liverpool,0,0,t
2877,england,,8,2023,2023-02-25,Everton,Aston Villa,0,2,v
2878,england,,8,2023,2023-02-25,Leeds Utd,Southampton,1,0,l
2879,england,,8,2023,2023-02-25,Leicester City,Arsenal,0,1,v
2880,england,,8,2023,2023-02-25,West Ham Utd,Nottm Forest,4,0,l
2881,france,,8,2023,2023-02-25,Angers,Lyon,1,3,v
2882,france,,8,2023,2023-02-25,Montpellier,Lens,1,1,t
2883,germany,,8,2023,2023-02-25,FC Koln,Wolfsburg,0,2,v
2884,germany,,8,2023,2023-02-25,Hertha Berlin,FC Augsburg,2,0,l
2885,germany,,8,2023,2023-02-25,Hoffenheim,Dortmund,0,1,v
2886,germany,,8,2023,2023-02-25,RB Leipzig,E. Frankfurt,2,1,l
2887,germany,,8,2023,2023-02-25,Schalke 04,Stuttgart,2,1,l
2888,germany,,8,2023,2023-02-25,Werder Bremen,Bochum,3,0,l
2889,italy,,8,2023,2023-02-25,Empoli,Napoli,0,2,v
2890,italy,,8,2023,2023-02-25,Lecce,Sassuolo,0,1,v
2891,mexico,,8,2023,2023-02-25,Cruz Azul,Juarez,1,0,l
2892,mexico,,8,2023,2023-02-25,Mazatlan,Pumas UNAM,1,2,v
2893,mexico,,8,2023,2023-02-25,Necaxa,Queretaro,1,1,t
2894,netherlands,,8,2023,2023-02-25,AZ Alkmaar,Cambuur,2,1,l
2895,netherlands,,8,2023,2023-02-25,FC Groningen,Excelsior,3,0,l
2896,netherlands,,8,2023,2023-02-25,Heerenveen,RKC Waalwijk,1,4,v
2897,netherlands,,8,2023,2023-02-25,NEC Nijmegen,FC Volendam,3,0,l
2898,portugal,,8,2023,2023-02-25,Arouca,Casa Pia,2,0,l
2899,portugal,,8,2023,2023-02-25,Maritimo,Santa Clara,3,1,l
2900,portugal,,8,2023,2023-02-25,Vizela,Benfica,0,2,v
2901,spain,,8,2023,2023-02-25,Cadiz,Rayo Vallecano,1,0,l
2902,spain,,8,2023,2023-02-25,Espanyol,Mallorca,2,1,l
2903,spain,,8,2023,2023-02-25,Real Madrid,Atletico Madrid,1,1,t
2904,spain,,8,2023,2023-02-25,Valencia,Real Sociedad,1,0,l
2905,england,,8,2023,2023-02-26,Tottenham,Chelsea,2,0,l
2906,france,,8,2023,2023-02-26,AC Ajaccio,Troyes,2,1,l
2907,france,,8,2023,2023-02-26,Clermont,Strasbourg,1,1,t
2908,france,,8,2023,2023-02-26,Lorient,Auxerre,0,1,v
2909,france,,8,2023,2023-02-26,Marseille,Paris SG,0,3,v
2910,france,,8,2023,2023-02-26,Monaco,Nice,0,3,v
2911,france,,8,2023,2023-02-26,Nantes,Rennes,0,1,v
2912,france,,8,2023,2023-02-26,Reims,Toulouse,3,0,l
2913,germany,,8,2023,2023-02-26,Bayern Munich,Union Berlin,3,0,l
2914,germany,,8,2023,2023-02-26,Freiburg,Leverkusen,1,1,t
2915,italy,,8,2023,2023-02-26,AC Milan,Atalanta,2,0,l
2916,italy,,8,2023,2023-02-26,Bologna,Inter Milan,1,0,l
2917,italy,,8,2023,2023-02-26,Salernitana,Monza,3,0,l
2918,italy,,8,2023,2023-02-26,Udinese,Spezia,2,2,t
2919,mexico,,8,2023,2023-02-26,Atlas,CF America,2,2,t
2920,mexico,,8,2023,2023-02-26,Tigres,Guadalajara,1,2,v
2921,mexico,,8,2023,2023-02-26,Toluca,A. San Luis,2,0,l
2922,netherlands,,8,2023,2023-02-26,FC Emmen,Go Ahead Eagles,2,2,t
2923,netherlands,,8,2023,2023-02-26,Fortuna Sittard,Feyenoord,2,4,v
2924,netherlands,,8,2023,2023-02-26,PSV Eindhoven,FC Twente,3,1,l
2925,netherlands,,8,2023,2023-02-26,Vitesse Arnhem,Ajax Amsterdam,1,2,v
2926,portugal,,8,2023,2023-02-26,FC Porto,Gil Vicente,1,2,v
2927,portugal,,8,2023,2023-02-26,Pacos Ferreira,Boavista,1,3,v
2928,portugal,,8,2023,2023-02-26,Rio Ave,Chaves,1,0,l
2929,spain,,8,2023,2023-02-26,Almeria,FC Barcelona,1,0,l
2930,spain,,8,2023,2023-02-26,Athletic Bilbao,Girona,2,3,v
2931,spain,,8,2023,2023-02-26,Celta Vigo,Valladolid,3,0,l
2932,spain,,8,2023,2023-02-26,Sevilla FC,Osasuna,2,3,v
2933,italy,,9,2023,2023-02-27,Hellas Verona,Fiorentina,0,3,v
2934,italy,,9,2023,2023-02-27,Lazio,Sampdoria,1,0,l
2935,mexico,,9,2023,2023-02-27,Santos Laguna,Puebla,3,2,l
2936,mexico,,9,2023,2023-02-27,Tijuana,Pachuca,2,0,l
2937,portugal,,9,2023,2023-02-27,Guimaraes,Sporting Braga,2,1,l
2938,portugal,,9,2023,2023-02-27,Sporting CP,Estoril,2,0,l
2939,spain,,9,2023,2023-02-27,Villarreal,Getafe,2,1,l
2940,italy,,9,2023,2023-02-28,Cremonese,AS Roma,2,1,l
2941,italy,,9,2023,2023-02-28,Juventus,Torino,4,2,l
2942,mexico,,9,2023,2023-02-28,Club Leon,Monterrey,1,1,t
2943,england,,9,2023,2023-03-01,Arsenal,Everton,4,0,l
2944,england,,9,2023,2023-03-01,Liverpool,Wolverhampton,2,0,l
2945,france,,9,2023,2023-03-03,Nice,Auxerre,1,1,t
2946,germany,,9,2023,2023-03-03,Dortmund,RB Leipzig,2,1,l
2947,italy,,9,2023,2023-03-03,Napoli,Lazio,0,1,v
2948,netherlands,,9,2023,2023-03-03,FC Utrecht,Fortuna Sittard,1,2,v
2949,netherlands,,9,2023,2023-03-03,Vitesse Arnhem,AZ Alkmaar,0,1,v
2950,portugal,,9,2023,2023-03-03,Benfica,Famalicao,2,0,l
2951,portugal,,9,2023,2023-03-03,Boavista,Arouca,0,0,t
2952,spain,,9,2023,2023-03-03,Real Sociedad,Cadiz,0,0,t
2953,england,,9,2023,2023-03-04,Arsenal,Bournemouth,3,2,l
2954,england,,9,2023,2023-03-04,Aston Villa,Crystal Palace,1,0,l
2955,england,,9,2023,2023-03-04,Brighton,West Ham Utd,4,0,l
2956,england,,9,2023,2023-03-04,Chelsea,Leeds Utd,1,0,l
2957,england,,9,2023,2023-03-04,Manchester City,Newcastle Utd,2,0,l
2958,england,,9,2023,2023-03-04,Southampton,Leicester City,1,0,l
2959,england,,9,2023,2023-03-04,Wolverhampton,Tottenham,1,0,l
2960,france,,9,2023,2023-03-04,Lens,Lille,1,1,t
2961,france,,9,2023,2023-03-04,Paris SG,Nantes,4,2,l
2962,germany,,9,2023,2023-03-04,Bochum,Schalke 04,0,2,v
2963,germany,,9,2023,2023-03-04,FC Augsburg,Werder Bremen,2,1,l
2964,germany,,9,2023,2023-03-04,FSV Mainz,Hoffenheim,1,0,l
2965,germany,,9,2023,2023-03-04,Monchengladbach,Freiburg,0,0,t
2966,germany,,9,2023,2023-03-04,Stuttgart,Bayern Munich,1,2,v
2967,germany,,9,2023,2023-03-04,Union Berlin,FC Koln,0,0,t
2968,italy,,9,2023,2023-03-04,Atalanta,Udinese,0,0,t
2969,italy,,9,2023,2023-03-04,Fiorentina,AC Milan,2,1,l
2970,italy,,9,2023,2023-03-04,Monza,Empoli,2,1,l
2971,mexico,,9,2023,2023-03-04,Club Leon,A. San Luis,2,0,l
2972,mexico,,9,2023,2023-03-04,Mazatlan,Cruz Azul,3,1,l
2973,mexico,,9,2023,2023-03-04,Necaxa,Tigres,0,1,v
2974,mexico,,9,2023,2023-03-04,Tijuana,Atlas,1,1,t
2975,netherlands,,9,2023,2023-03-04,FC Twente,Heerenveen,3,3,t
2976,netherlands,,9,2023,2023-03-04,FC Volendam,FC Emmen,3,1,l
2977,netherlands,,9,2023,2023-03-04,Feyenoord,FC Groningen,1,0,l
2978,portugal,,9,2023,2023-03-04,Chaves,FC Porto,1,3,v
2979,portugal,,9,2023,2023-03-04,Estoril,Vizela,0,3,v
2980,portugal,,9,2023,2023-03-04,Portimonense,Sporting CP,0,1,v
2981,spain,,9,2023,2023-03-04,Almeria,Villarreal,0,2,v
2982,spain,,9,2023,2023-03-04,Atletico Madrid,Sevilla FC,6,1,l
2983,spain,,9,2023,2023-03-04,Getafe,Girona,3,2,l
2984,spain,,9,2023,2023-03-04,Mallorca,Elche,0,1,v
2985,england,,9,2023,2023-03-05,Liverpool,Manchester Utd,7,0,l
2986,england,,9,2023,2023-03-05,Nottm Forest,Everton,2,2,t
2987,france,,9,2023,2023-03-05,Lyon,Lorient,0,0,t
2988,france,,9,2023,2023-03-05,Montpellier,Angers,5,0,l
2989,france,,9,2023,2023-03-05,Reims,AC Ajaccio,1,0,l
2990,france,,9,2023,2023-03-05,Rennes,Marseille,0,1,v
2991,france,,9,2023,2023-03-05,Strasbourg,Brest,0,1,v
2992,france,,9,2023,2023-03-05,Toulouse,Clermont,0,1,v
2993,france,,9,2023,2023-03-05,Troyes,Monaco,2,2,t
2994,germany,,9,2023,2023-03-05,Leverkusen,Hertha Berlin,4,1,l
2995,germany,,9,2023,2023-03-05,Wolfsburg,E. Frankfurt,2,2,t
2996,italy,,9,2023,2023-03-05,AS Roma,Juventus,1,0,l
2997,italy,,9,2023,2023-03-05,Inter Milan,Lecce,2,0,l
2998,italy,,9,2023,2023-03-05,Sampdoria,Salernitana,0,0,t
2999,italy,,9,2023,2023-03-05,Spezia,Hellas Verona,0,0,t
3000,mexico,,9,2023,2023-03-05,CF America,Pachuca,0,3,v
3001,mexico,,9,2023,2023-03-05,Guadalajara,Santos Laguna,2,0,l
3002,mexico,,9,2023,2023-03-05,Monterrey,Juarez,3,0,l
3003,mexico,,9,2023,2023-03-05,Pumas UNAM,Puebla,2,4,v
3004,netherlands,,9,2023,2023-03-05,Ajax Amsterdam,NEC Nijmegen,1,0,l
3005,netherlands,,9,2023,2023-03-05,Cambuur,Go Ahead Eagles,4,1,l
3006,netherlands,,9,2023,2023-03-05,Excelsior,Sparta,1,4,v
3007,netherlands,,9,2023,2023-03-05,RKC Waalwijk,PSV Eindhoven,0,1,v
3008,portugal,,9,2023,2023-03-05,Gil Vicente,Maritimo,2,0,l
3009,portugal,,9,2023,2023-03-05,Santa Clara,Guimaraes,1,3,v
3010,portugal,,9,2023,2023-03-05,Sporting Braga,Rio Ave,2,0,l
3011,spain,,9,2023,2023-03-05,FC Barcelona,Valencia,1,0,l
3012,spain,,9,2023,2023-03-05,Rayo Vallecano,Athletic Bilbao,0,0,t
3013,spain,,9,2023,2023-03-05,Real Betis,Real Madrid,0,0,t
3014,spain,,9,2023,2023-03-05,Valladolid,Espanyol,2,1,l
3015,england,,10,2023,2023-03-06,Brentford,Fulham,3,2,l
3016,italy,,10,2023,2023-03-06,Sassuolo,Cremonese,3,2,l
3017,italy,,10,2023,2023-03-06,Torino,Bologna,1,0,l
3018,mexico,,10,2023,2023-03-06,Queretaro,Toluca,1,0,l
3019,portugal,,10,2023,2023-03-06,Casa Pia,Pacos Ferreira,2,1,l
3020,spain,,10,2023,2023-03-06,Osasuna,Celta Vigo,0,0,t
3021,france,,10,2023,2023-03-10,Lille,Lyon,3,3,t
3022,germany,,10,2023,2023-03-10,FC Koln,Bochum,0,2,v
3023,italy,,10,2023,2023-03-10,Spezia,Inter Milan,2,1,l
3024,portugal,,10,2023,2023-03-10,FC Porto,Estoril,3,2,l
3025,spain,,10,2023,2023-03-10,Cadiz,Getafe,2,2,t
3026,england,,10,2023,2023-03-11,Bournemouth,Liverpool,1,0,l
3027,england,,10,2023,2023-03-11,Crystal Palace,Manchester City,0,1,v
3028,england,,10,2023,2023-03-11,Everton,Brentford,1,0,l
3029,england,,10,2023,2023-03-11,Leeds Utd,Brighton,2,2,t
3030,england,,10,2023,2023-03-11,Leicester City,Chelsea,1,3,v
3031,england,,10,2023,2023-03-11,Tottenham,Nottm Forest,3,1,l
3032,france,,10,2023,2023-03-11,Auxerre,Rennes,0,0,t
3033,france,,10,2023,2023-03-11,Brest,Paris SG,1,2,v
3034,germany,,10,2023,2023-03-11,Bayern Munich,FC Augsburg,5,3,l
3035,germany,,10,2023,2023-03-11,E. Frankfurt,Stuttgart,1,1,t
3036,germany,,10,2023,2023-03-11,Hertha Berlin,FSV Mainz,1,1,t
3037,germany,,10,2023,2023-03-11,RB Leipzig,Monchengladbach,3,0,l
3038,germany,,10,2023,2023-03-11,Schalke 04,Dortmund,2,2,t
3039,italy,,10,2023,2023-03-11,Bologna,Lazio,0,0,t
3040,italy,,10,2023,2023-03-11,Empoli,Udinese,0,1,v
3041,italy,,10,2023,2023-03-11,Napoli,Atalanta,2,0,l
3042,mexico,,10,2023,2023-03-11,A. San Luis,Queretaro,2,0,l
3043,mexico,,10,2023,2023-03-11,Atlas,Club Leon,0,1,v
3044,mexico,,10,2023,2023-03-11,Puebla,Guadalajara,1,0,l
3045,netherlands,,10,2023,2023-03-11,AZ Alkmaar,FC Groningen,1,0,l
3046,netherlands,,10,2023,2023-03-11,FC Emmen,Excelsior,2,0,l
3047,netherlands,,10,2023,2023-03-11,Fortuna Sittard,FC Twente,0,3,v
3048,netherlands,,10,2023,2023-03-11,Sparta,Vitesse Arnhem,3,1,l
3049,portugal,,10,2023,2023-03-11,Chaves,Portimonense,2,0,l
3050,portugal,,10,2023,2023-03-11,Guimaraes,Arouca,0,2,v
